split_id,task_id,task_path,language,lifecycle_status,has_metadata,has_lock,has_repo,has_public_tests,has_hidden_tests,has_evaluation,has_task_md,spec_status,metadata_fields_ok,issue_count,warning_count,issues,warnings
python_main_candidate,click__lazy_command_core__hard3_001,benchmark/tasks/click__lazy_command_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,click__option_parser__001,benchmark/tasks/click__option_parser__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,configobj__roundtrip_config_core__001,benchmark/tasks/configobj__roundtrip_config_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,cookiecutter__repo_finder_core__hard3_001,benchmark/tasks/cookiecutter__repo_finder_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,coverage__config_merge_core__001,benchmark/tasks/coverage__config_merge_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,coverage__glob_matcher_core__001,benchmark/tasks/coverage__glob_matcher_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,coverage__path_remap_core__001,benchmark/tasks/coverage__path_remap_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,coverage__report_core__001,benchmark/tasks/coverage__report_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,coverage__source_selection_core__001,benchmark/tasks/coverage__source_selection_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,croniter__cron_parse_core__001,benchmark/tasks/croniter__cron_parse_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,dataclasses_json__serde_core__001,benchmark/tasks/dataclasses_json__serde_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,dateutil__zone_resolver_core__hard3_001,benchmark/tasks/dateutil__zone_resolver_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,decorator__signature_preserving_core__001,benchmark/tasks/decorator__signature_preserving_core__001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,deepdiff__deep_compare_core__001,benchmark/tasks/deepdiff__deep_compare_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,diskcache__eviction_policy_core__hard3_001,benchmark/tasks/diskcache__eviction_policy_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,distlib__wheel_metadata_core__hard3_001,benchmark/tasks/distlib__wheel_metadata_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,dynaconf__settings_merge_core__001,benchmark/tasks/dynaconf__settings_merge_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,email_validator__validate_core__001,benchmark/tasks/email_validator__validate_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,environs__typed_env_core__001,benchmark/tasks/environs__typed_env_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,faker__provider_core__001,benchmark/tasks/faker__provider_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,filelock__reentrant_lock_core__001,benchmark/tasks/filelock__reentrant_lock_core__001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,flake8__plugin_options_core__hard3_001,benchmark/tasks/flake8__plugin_options_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,flask__route_dispatch_core__001,benchmark/tasks/flask__route_dispatch_core__001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,fs__url_opener_core__hard3_001,benchmark/tasks/fs__url_opener_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,fsspec__url_chain_core__hard3_001,benchmark/tasks/fsspec__url_chain_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,glom__spec_eval_core__hard3_001,benchmark/tasks/glom__spec_eval_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,h11__message_parse_core__001,benchmark/tasks/h11__message_parse_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,h2__frame_parse_core__001,benchmark/tasks/h2__frame_parse_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,hatch__project_metadata_core__hard3_001,benchmark/tasks/hatch__project_metadata_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,httpx__request_model_core__001,benchmark/tasks/httpx__request_model_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,humanize__naturaltime_core__001,benchmark/tasks/humanize__naturaltime_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,importlib_metadata__entry_points_core__001,benchmark/tasks/importlib_metadata__entry_points_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,importlib_resources__traversable_tree_core__hard3_001,benchmark/tasks/importlib_resources__traversable_tree_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,installer__wheel_record_core__hard3_001,benchmark/tasks/installer__wheel_record_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,intervaltree__interval_tree_core__001,benchmark/tasks/intervaltree__interval_tree_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,isodate__duration_parse_core__001,benchmark/tasks/isodate__duration_parse_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,isort__settings_resolver_core__hard3_001,benchmark/tasks/isort__settings_resolver_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,itsdangerous__timed_serializer_core__001,benchmark/tasks/itsdangerous__timed_serializer_core__001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,jinja2__compile_render_core__001,benchmark/tasks/jinja2__compile_render_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,jinja2__extensions_core__001,benchmark/tasks/jinja2__extensions_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,jinja2__filters_tests_core__001,benchmark/tasks/jinja2__filters_tests_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,jinja2__lexer_parser_core__001,benchmark/tasks/jinja2__lexer_parser_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,jinja2__loader_inheritance_core__001,benchmark/tasks/jinja2__loader_inheritance_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,json5__parse_core__001,benchmark/tasks/json5__parse_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,json_logic__evaluator_core__hard3_001,benchmark/tasks/json_logic__evaluator_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,jsonpath_ng__expression_eval_core__001,benchmark/tasks/jsonpath_ng__expression_eval_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,jsonpointer__resolve_core__001,benchmark/tasks/jsonpointer__resolve_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,jsonschema__validator_core__001,benchmark/tasks/jsonschema__validator_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,jupyter_core__paths_resolver_core__hard3_001,benchmark/tasks/jupyter_core__paths_resolver_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,jupyter_server__extension_config_core__hard3_001,benchmark/tasks/jupyter_server__extension_config_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,keyring__backend_select_core__hard3_001,benchmark/tasks/keyring__backend_select_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,lark__grammar_loader_core__001,benchmark/tasks/lark__grammar_loader_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,lark__parse_tree_core__001,benchmark/tasks/lark__parse_tree_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,lark__visitor_transform_core__001,benchmark/tasks/lark__visitor_transform_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,license_expression__policy_core__hard3_001,benchmark/tasks/license_expression__policy_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,mako__lexer_expression_core__001,benchmark/tasks/mako__lexer_expression_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,markdown__extensions_core__001,benchmark/tasks/markdown__extensions_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,markdown_it__commonmark_render__001,benchmark/tasks/markdown_it__commonmark_render__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,marshmallow__schema_core__001,benchmark/tasks/marshmallow__schema_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,mkdocs__plugin_config_core__hard3_001,benchmark/tasks/mkdocs__plugin_config_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,msgpack__pack_unpack_core__001,benchmark/tasks/msgpack__pack_unpack_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,multidict__multidict_mutation_core__hard3_001,benchmark/tasks/multidict__multidict_mutation_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,networkx__dag_topo_core__001,benchmark/tasks/networkx__dag_topo_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,packaging__requirement_marker_specifier__001,benchmark/tasks/packaging__requirement_marker_specifier__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,parse__format_parser_core__001,benchmark/tasks/parse__format_parser_core__001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,parsel__selector_namespace_core__hard3_001,benchmark/tasks/parsel__selector_namespace_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,parso__python_parse_core__001,benchmark/tasks/parso__python_parse_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,passlib__hash_context_core__001,benchmark/tasks/passlib__hash_context_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,pathvalidate__sanitize_core__001,benchmark/tasks/pathvalidate__sanitize_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,pendulum__parse_format_core__001,benchmark/tasks/pendulum__parse_format_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,phonenumbers__parse_format_core__001,benchmark/tasks/phonenumbers__parse_format_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,platformdirs__app_dirs_core__hard3_001,benchmark/tasks/platformdirs__app_dirs_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,pluggy__hook_call_order__001,benchmark/tasks/pluggy__hook_call_order__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,pluggy__hook_specs_core__001,benchmark/tasks/pluggy__hook_specs_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,pluggy__hook_wrapper_core__hard3_001,benchmark/tasks/pluggy__hook_wrapper_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,poetry_core__dependency_groups_core__hard3_001,benchmark/tasks/poetry_core__dependency_groups_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,pydantic__field_validator_core__hard3_001,benchmark/tasks/pydantic__field_validator_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,pydantic_settings__env_source_core__001,benchmark/tasks/pydantic_settings__env_source_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,pydantic_v1__validation_error_core__001,benchmark/tasks/pydantic_v1__validation_error_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,pygments__formatter_core__001,benchmark/tasks/pygments__formatter_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,pygments__lexer_core__001,benchmark/tasks/pygments__lexer_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,pyramid__configurator_action_core__hard3_001,benchmark/tasks/pyramid__configurator_action_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,pytest__fixture_resolve_core__001,benchmark/tasks/pytest__fixture_resolve_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,pytest__ini_markers_core__001,benchmark/tasks/pytest__ini_markers_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,pytest__mark_expression_core__001,benchmark/tasks/pytest__mark_expression_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,pytest__marker_registry_core__hard3_001,benchmark/tasks/pytest__marker_registry_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,pytest__skipif_eval_core__001,benchmark/tasks/pytest__skipif_eval_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,python_box__config_box_core__001,benchmark/tasks/python_box__config_box_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,python_dateutil__relativedelta_core__001,benchmark/tasks/python_dateutil__relativedelta_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,python_dateutil__rrule_core__001,benchmark/tasks/python_dateutil__rrule_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,python_decouple__config_repository_core__001,benchmark/tasks/python_decouple__config_repository_core__001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,python_dotenv__env_parse_core__001,benchmark/tasks/python_dotenv__env_parse_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,python_frontmatter__roundtrip_core__001,benchmark/tasks/python_frontmatter__roundtrip_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,python_multipart__form_parse_core__001,benchmark/tasks/python_multipart__form_parse_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,pyyaml__safe_load_dump__001,benchmark/tasks/pyyaml__safe_load_dump__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,readme_renderer__content_type_core__hard3_001,benchmark/tasks/readme_renderer__content_type_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,redis__resp_parser_core__001,benchmark/tasks/redis__resp_parser_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,referencing__json_schema_refs_core__001,benchmark/tasks/referencing__json_schema_refs_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,requests_cache__cache_key_core__hard3_001,benchmark/tasks/requests_cache__cache_key_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,responses__request_matcher_core__hard3_001,benchmark/tasks/responses__request_matcher_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,returns__result_pipeline_core__hard3_001,benchmark/tasks/returns__result_pipeline_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,rfc3986__uri_parse_core__001,benchmark/tasks/rfc3986__uri_parse_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,rich__markup_parse_core__001,benchmark/tasks/rich__markup_parse_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,ruamel_yaml__roundtrip_core__001,benchmark/tasks/ruamel_yaml__roundtrip_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,schema__nested_validate_core__hard3_001,benchmark/tasks/schema__nested_validate_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,scrapy__item_loader_core__hard3_001,benchmark/tasks/scrapy__item_loader_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,setuptools_scm__version_normalize_core__hard3_001,benchmark/tasks/setuptools_scm__version_normalize_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,sortedcontainers__sorted_list_core__001,benchmark/tasks/sortedcontainers__sorted_list_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,sphinx__extension_registry_core__hard3_001,benchmark/tasks/sphinx__extension_registry_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,sqlalchemy__event_dispatch_core__hard3_001,benchmark/tasks/sqlalchemy__event_dispatch_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,sqlparse__format_filters_core__001,benchmark/tasks/sqlparse__format_filters_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,sqlparse__parse_format_core__001,benchmark/tasks/sqlparse__parse_format_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,sqlparse__parse_split_core__001,benchmark/tasks/sqlparse__parse_split_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,sqlparse__token_tree_core__001,benchmark/tasks/sqlparse__token_tree_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,starlette__route_matching_core__hard3_001,benchmark/tasks/starlette__route_matching_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,stevedore__extension_manager_core__hard3_001,benchmark/tasks/stevedore__extension_manager_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,tabulate__table_format_core__001,benchmark/tasks/tabulate__table_format_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,tenacity__retry_state_core__hard3_001,benchmark/tasks/tenacity__retry_state_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,tomlkit__roundtrip_document__001,benchmark/tasks/tomlkit__roundtrip_document__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,tox__factor_expression_core__hard3_001,benchmark/tasks/tox__factor_expression_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,trafaret__validation_rules_core__hard3_001,benchmark/tasks/trafaret__validation_rules_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,transitions__state_machine_core__hard3_001,benchmark/tasks/transitions__state_machine_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,typer__command_parser_core__001,benchmark/tasks/typer__command_parser_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,urllib3__retry_backoff_core__001,benchmark/tasks/urllib3__retry_backoff_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,virtualenv__interpreter_spec_core__hard3_001,benchmark/tasks/virtualenv__interpreter_spec_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,voluptuous__schema_validate_core__001,benchmark/tasks/voluptuous__schema_validate_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,websockets__handshake_parse_core__001,benchmark/tasks/websockets__handshake_parse_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,werkzeug__routing_core__001,benchmark/tasks/werkzeug__routing_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,wheel__metadata_normalize_core__hard3_001,benchmark/tasks/wheel__metadata_normalize_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,wsproto__frame_parse_core__001,benchmark/tasks/wsproto__frame_parse_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,xmltodict__xml_parse_core__001,benchmark/tasks/xmltodict__xml_parse_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,yamale__schema_validate_core__hard3_001,benchmark/tasks/yamale__schema_validate_core__hard3_001,python,main,True,True,True,True,True,True,True,compliant,True,0,0,,
python_main_candidate,yarl__url_model_core__001,benchmark/tasks/yarl__url_model_core__001,python,legacy_main_implicit,True,True,True,True,True,True,True,compliant,True,0,0,,
python_sanity,iniconfig__parse_config__001,benchmark/sanity/iniconfig__parse_config__001,python,implicit_sanity,True,True,True,True,True,True,False,legacy,True,0,0,,
python_sanity,python_pathspec__gitignore_match__001,benchmark/sanity/python_pathspec__gitignore_match__001,python,implicit_sanity,True,True,True,True,True,True,False,legacy,True,0,0,,
python_sanity,python_slugify__slugify_core__001,benchmark/sanity/python_slugify__slugify_core__001,python,implicit_sanity,True,True,True,True,True,True,False,legacy,True,0,0,,
go_candidate,bluemonday__sanitize_policy_core__001,benchmark/go/tasks/bluemonday__sanitize_policy_core__001,go,implicit_validated_candidate,True,True,True,True,True,True,True,legacy,True,0,0,,
go_candidate,copier__deep_copy_core__001,benchmark/go/tasks/copier__deep_copy_core__001,go,implicit_validated_candidate,True,True,True,True,True,True,True,legacy,True,0,0,,
go_candidate,doublestar__glob_match_core__001,benchmark/go/tasks/doublestar__glob_match_core__001,go,implicit_validated_candidate,True,True,True,True,True,True,True,legacy,True,0,0,,
go_candidate,expr__eval_core__001,benchmark/go/tasks/expr__eval_core__001,go,implicit_validated_candidate,True,True,True,True,True,True,True,legacy,True,0,0,,
go_candidate,gojsonschema__validate_core__001,benchmark/go/tasks/gojsonschema__validate_core__001,go,implicit_validated_candidate,True,True,True,True,True,True,True,legacy,True,0,0,,
go_candidate,hello_featurelifted__001,benchmark/go/tasks/hello_featurelifted__001,go,implicit_validated_candidate,True,True,True,True,True,True,True,legacy,True,0,0,,
go_candidate,humanize__bytes_format_core__001,benchmark/go/tasks/humanize__bytes_format_core__001,go,implicit_validated_candidate,True,True,True,True,True,True,True,legacy,True,0,0,,
go_candidate,mapstructure__decode_core__001,benchmark/go/tasks/mapstructure__decode_core__001,go,implicit_validated_candidate,True,True,True,True,True,True,True,legacy,True,0,0,,
go_candidate,mapstructure__decode_core_hard__001,benchmark/go/tasks/mapstructure__decode_core_hard__001,go,implicit_validated_candidate,True,True,True,True,True,True,True,legacy,True,0,0,,
go_candidate,semver__version_parse_core__001,benchmark/go/tasks/semver__version_parse_core__001,go,implicit_validated_candidate,True,True,True,True,True,True,True,legacy,True,0,0,,
go_candidate,uuid__parse_format_core__001,benchmark/go/tasks/uuid__parse_format_core__001,go,implicit_validated_candidate,True,True,True,True,True,True,True,legacy,True,0,0,,
go_candidate,validator__struct_validate_core__001,benchmark/go/tasks/validator__struct_validate_core__001,go,implicit_validated_candidate,True,True,True,True,True,True,True,legacy,True,0,0,,
