pilot_id,arm_id,task_id,seed,scheduled,run_available,evaluation_available,run_status,build_pass,public_pass,hidden_pass,functional_pass,public_hidden_gap,extraction_ratio,final_score,closure_precision,closure_recall,closure_f1,closure_measurement,closure_state_present,gold_closure_size,predicted_closure_size,copied_file_count,copied_loc,total_tokens,api_calls,assistant_steps,tool_calls,repeated_file_reads,repeated_line_reads,repeated_terminal_commands,repeated_exploration,tool_error_count,harness_format_error_count,token_budget_exhausted,run_path,evaluation_path,trajectory_path,closure_state_path
ecsm-pilot-v1,copy_first_then_prune,coverage__config_merge_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,0,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/coverage__config_merge_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/coverage__config_merge_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/coverage__config_merge_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,ecsm,coverage__config_merge_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,0,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/coverage__config_merge_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/coverage__config_merge_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/coverage__config_merge_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,standard,lark__grammar_loader_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,34,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/standard/lark__grammar_loader_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/standard/lark__grammar_loader_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/standard/lark__grammar_loader_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,strong_prompt,lark__grammar_loader_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,34,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/strong_prompt/lark__grammar_loader_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/strong_prompt/lark__grammar_loader_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/strong_prompt/lark__grammar_loader_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,oracle_locate,lark__grammar_loader_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,34,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_locate/lark__grammar_loader_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_locate/lark__grammar_loader_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_locate/lark__grammar_loader_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,static_closure_hint,lark__grammar_loader_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,34,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/static_closure_hint/lark__grammar_loader_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/static_closure_hint/lark__grammar_loader_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/static_closure_hint/lark__grammar_loader_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,oracle_closure,lark__grammar_loader_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,34,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_closure/lark__grammar_loader_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_closure/lark__grammar_loader_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_closure/lark__grammar_loader_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,copy_first_then_prune,lark__grammar_loader_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,34,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/lark__grammar_loader_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/lark__grammar_loader_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/lark__grammar_loader_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,ecsm,lark__grammar_loader_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,34,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/lark__grammar_loader_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/lark__grammar_loader_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/lark__grammar_loader_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,standard,websockets__handshake_parse_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,7,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/standard/websockets__handshake_parse_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/standard/websockets__handshake_parse_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/standard/websockets__handshake_parse_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,strong_prompt,websockets__handshake_parse_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,7,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/strong_prompt/websockets__handshake_parse_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/strong_prompt/websockets__handshake_parse_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/strong_prompt/websockets__handshake_parse_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,oracle_locate,websockets__handshake_parse_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,7,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_locate/websockets__handshake_parse_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_locate/websockets__handshake_parse_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_locate/websockets__handshake_parse_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,static_closure_hint,websockets__handshake_parse_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,7,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/static_closure_hint/websockets__handshake_parse_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/static_closure_hint/websockets__handshake_parse_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/static_closure_hint/websockets__handshake_parse_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,oracle_closure,websockets__handshake_parse_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,7,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_closure/websockets__handshake_parse_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_closure/websockets__handshake_parse_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_closure/websockets__handshake_parse_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,copy_first_then_prune,websockets__handshake_parse_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,7,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/websockets__handshake_parse_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/websockets__handshake_parse_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/websockets__handshake_parse_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,ecsm,websockets__handshake_parse_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,7,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/websockets__handshake_parse_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/websockets__handshake_parse_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/websockets__handshake_parse_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,standard,boltons__iterutils_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,1,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/standard/boltons__iterutils_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/standard/boltons__iterutils_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/standard/boltons__iterutils_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,strong_prompt,boltons__iterutils_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,1,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/strong_prompt/boltons__iterutils_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/strong_prompt/boltons__iterutils_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/strong_prompt/boltons__iterutils_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,oracle_locate,boltons__iterutils_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,1,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_locate/boltons__iterutils_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_locate/boltons__iterutils_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_locate/boltons__iterutils_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,static_closure_hint,boltons__iterutils_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,1,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/static_closure_hint/boltons__iterutils_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/static_closure_hint/boltons__iterutils_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/static_closure_hint/boltons__iterutils_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,oracle_closure,boltons__iterutils_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,1,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_closure/boltons__iterutils_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_closure/boltons__iterutils_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_closure/boltons__iterutils_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,copy_first_then_prune,boltons__iterutils_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,1,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/boltons__iterutils_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/boltons__iterutils_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/boltons__iterutils_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,ecsm,boltons__iterutils_core__001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,1,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/boltons__iterutils_core__001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/boltons__iterutils_core__001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/ecsm/boltons__iterutils_core__001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,standard,schema__nested_validate_core__hard3_001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,1,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/standard/schema__nested_validate_core__hard3_001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/standard/schema__nested_validate_core__hard3_001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/standard/schema__nested_validate_core__hard3_001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,strong_prompt,schema__nested_validate_core__hard3_001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,1,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/strong_prompt/schema__nested_validate_core__hard3_001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/strong_prompt/schema__nested_validate_core__hard3_001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/strong_prompt/schema__nested_validate_core__hard3_001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,oracle_locate,schema__nested_validate_core__hard3_001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,1,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_locate/schema__nested_validate_core__hard3_001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_locate/schema__nested_validate_core__hard3_001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_locate/schema__nested_validate_core__hard3_001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,static_closure_hint,schema__nested_validate_core__hard3_001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,1,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/static_closure_hint/schema__nested_validate_core__hard3_001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/static_closure_hint/schema__nested_validate_core__hard3_001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/static_closure_hint/schema__nested_validate_core__hard3_001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,oracle_closure,schema__nested_validate_core__hard3_001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,1,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_closure/schema__nested_validate_core__hard3_001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_closure/schema__nested_validate_core__hard3_001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/oracle_closure/schema__nested_validate_core__hard3_001/seed-0/agent/openhands_events.jsonl,
ecsm-pilot-v1,copy_first_then_prune,schema__nested_validate_core__hard3_001,0,true,false,false,missing,,,,,,,,,,,unavailable,false,1,0,,,,,,0,0,0,0,0,0,0,false,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/schema__nested_validate_core__hard3_001/seed-0/run.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/schema__nested_validate_core__hard3_001/seed-0/eval/result.json,experiments/ecsm_pilot/runs/ecsm-pilot-v1/copy_first_then_prune/schema__nested_validate_core__hard3_001/seed-0/agent/openhands_events.jsonl,
