task_id,symbol,file,status
boltons__iterutils_core__001,boltons.iterutils.bucketize,boltons/iterutils.py,statically_mapped
boltons__iterutils_core__001,boltons.iterutils.remap,boltons/iterutils.py,statically_mapped
boltons__iterutils_core__001,boltons.iterutils.get_path,boltons/iterutils.py,statically_mapped
build__pyproject_backend_core__hard3_001,build._builder._parse_build_system_table,,unresolved
cachetools__cache_eviction_core__001,cachetools.LRUCache,src/cachetools/__init__.py,statically_mapped
cachetools__cache_eviction_core__001,cachetools.TTLCache,src/cachetools/__init__.py,statically_mapped
cachetools__cache_eviction_core__001,cachetools.LFUCache,src/cachetools/__init__.py,statically_mapped
cachetools__cache_eviction_core__001,cachetools.cached,src/cachetools/__init__.py,statically_mapped
cachetools__cache_eviction_core__001,cachetools.keys.hashkey,src/cachetools/keys.py,statically_mapped
cachetools__cache_eviction_core__001,cachetools.keys.typedkey,src/cachetools/keys.py,statically_mapped
cattrs__structure_core__001,cattrs.Converter,cattrs/converters.py,statically_mapped
cattrs__structure_core__001,cattrs.Converter.structure,,unresolved
cattrs__structure_core__001,cattrs.Converter.unstructure,,unresolved
cattrs__structure_core__001,cattrs.structure,cattrs/__init__.py,statically_mapped
cattrs__structure_core__001,cattrs.unstructure,cattrs/__init__.py,statically_mapped
cattrs__structure_core__001,cattrs.gen.make_dict_structure_fn,cattrs/gen/__init__.py,statically_mapped
cattrs__structure_core__001,cattrs.gen.make_dict_unstructure_fn,cattrs/gen/__init__.py,statically_mapped
cattrs__structure_core__001,cattrs.gen.override,cattrs/gen/__init__.py,statically_mapped
cattrs__structure_core__001,cattrs.dispatch.MultiStrategyDispatch,cattrs/dispatch.py,statically_mapped
cattrs__structure_core__001,cattrs.errors.ClassValidationError,cattrs/errors.py,statically_mapped
celery__signal_dispatch_core__hard3_001,celery.utils.dispatch.signal.Signal,celery/utils/dispatch/signal.py,statically_mapped
cerberus__schema_validate_core__001,cerberus.Validator,cerberus/validator.py,statically_mapped
cerberus__schema_validate_core__001,cerberus.Validator.validate,,unresolved
cerberus__schema_validate_core__001,cerberus.Validator.normalized,,unresolved
cerberus__schema_validate_core__001,cerberus.Validator.document,,unresolved
cerberus__schema_validate_core__001,cerberus.Validator.errors,,unresolved
cerberus__schema_validate_core__001,cerberus.schema.DefinitionSchema,cerberus/schema.py,statically_mapped
cerberus__schema_validate_core__001,cerberus.errors.ValidationError,cerberus/errors.py,statically_mapped
cerberus__schema_validate_core__001,cerberus.errors.BasicErrorHandler,cerberus/errors.py,statically_mapped
chameleon__template_compile_core__001,chameleon.zpt.template.PageTemplate,chameleon/zpt/template.py,statically_mapped
chameleon__template_compile_core__001,chameleon.compiler.ExpressionEngine,chameleon/compiler.py,statically_mapped
chameleon__template_compile_core__001,chameleon.tal,chameleon/tal.py,statically_mapped
chameleon__template_compile_core__001,chameleon.tales,chameleon/tales.py,statically_mapped
chameleon__template_compile_core__001,chameleon.exc.TemplateError,chameleon/exc.py,statically_mapped
click__lazy_command_core__hard3_001,click.core.CommandCollection,src/click/core.py,statically_mapped
click__option_parser__001,click.command,click/decorators.py,statically_mapped
click__option_parser__001,click.group,click/decorators.py,statically_mapped
click__option_parser__001,click.option,click/decorators.py,statically_mapped
click__option_parser__001,click.argument,click/decorators.py,statically_mapped
click__option_parser__001,click.Choice,click/types.py,statically_mapped
click__option_parser__001,click.IntRange,click/types.py,statically_mapped
click__option_parser__001,click.echo,click/utils.py,statically_mapped
click__option_parser__001,click.UsageError,click/exceptions.py,statically_mapped
click__option_parser__001,click.testing.CliRunner,click/testing.py,statically_mapped
configobj__roundtrip_config_core__001,configobj.ConfigObj,configobj/__init__.py,statically_mapped
configobj__roundtrip_config_core__001,configobj.validate.Validator,configobj/validate.py,statically_mapped
configobj__roundtrip_config_core__001,configobj.flatten_errors,configobj/__init__.py,statically_mapped
configobj__roundtrip_config_core__001,configobj.get_extra_values,configobj/__init__.py,statically_mapped
cookiecutter__repo_finder_core__hard3_001,cookiecutter.repository.determine_repo_dir,cookiecutter/repository.py,statically_mapped
coverage__config_merge_core__001,coverage.config.read_coverage_config,coverage/config.py,statically_mapped
coverage__config_merge_core__001,coverage.config.CoverageConfig.from_file,coverage/config.py,statically_mapped
coverage__config_merge_core__001,coverage.config.CoverageConfig.from_args,coverage/config.py,statically_mapped
coverage__glob_matcher_core__001,coverage.files.prep_patterns,coverage/files.py,statically_mapped
coverage__glob_matcher_core__001,coverage.files.GlobMatcher,coverage/files.py,statically_mapped
coverage__glob_matcher_core__001,coverage.files.globs_to_regex,coverage/files.py,statically_mapped
coverage__path_remap_core__001,coverage.files.PathAliases.add,coverage/files.py,statically_mapped
coverage__path_remap_core__001,coverage.files.PathAliases.map,coverage/files.py,statically_mapped
coverage__report_core__001,coverage.xmlreport.XmlReporter,coverage/xmlreport.py,statically_mapped
coverage__report_core__001,coverage.xmlreport.XmlReporter.report,coverage/xmlreport.py,statically_mapped
coverage__report_core__001,coverage.xmlreport.rate,coverage/xmlreport.py,statically_mapped
coverage__report_core__001,coverage.results.Analysis,coverage/results.py,statically_mapped
coverage__source_selection_core__001,coverage.inorout.InOrOut.check_include_omit_etc,coverage/inorout.py,statically_mapped
coverage__source_selection_core__001,coverage.inorout.InOrOut.__init__,coverage/inorout.py,statically_mapped
croniter__cron_parse_core__001,croniter.croniter,croniter/croniter.py,statically_mapped
croniter__cron_parse_core__001,croniter.croniter.croniter,croniter/croniter.py,statically_mapped
croniter__cron_parse_core__001,croniter.croniter.croniter.get_next,croniter/croniter.py,statically_mapped
croniter__cron_parse_core__001,croniter.croniter.croniter.get_prev,croniter/croniter.py,statically_mapped
croniter__cron_parse_core__001,croniter.croniter.datetime_to_timestamp,croniter/croniter.py,statically_mapped
dataclasses_json__serde_core__001,dataclasses_json.dataclass_json,dataclasses_json/api.py,statically_mapped
dataclasses_json__serde_core__001,dataclasses_json.DataClassJsonMixin,dataclasses_json/api.py,statically_mapped
dataclasses_json__serde_core__001,dataclasses_json.config,dataclasses_json/cfg.py,statically_mapped
dataclasses_json__serde_core__001,dataclasses_json.LetterCase,dataclasses_json/cfg.py,statically_mapped
dataclasses_json__serde_core__001,dataclasses_json.Exclude,dataclasses_json/cfg.py,statically_mapped
dataclasses_json__serde_core__001,dataclasses_json.global_config,dataclasses_json/cfg.py,statically_mapped
dataclasses_json__serde_core__001,dataclasses_json.core._asdict,dataclasses_json/core.py,statically_mapped
dataclasses_json__serde_core__001,dataclasses_json.core._decode_dataclass,dataclasses_json/core.py,statically_mapped
dataclasses_json__serde_core__001,dataclasses_json.undefined.Undefined,dataclasses_json/undefined.py,statically_mapped
dateutil__zone_resolver_core__hard3_001,dateutil.zoneinfo.gettz,src/dateutil/zoneinfo/__init__.py,statically_mapped
decorator__signature_preserving_core__001,decorator.decorator,src/decorator.py,statically_mapped
decorator__signature_preserving_core__001,decorator.decorate,src/decorator.py,statically_mapped
deepdiff__deep_compare_core__001,deepdiff.DeepDiff,deepdiff/diff.py,statically_mapped
deepdiff__deep_compare_core__001,deepdiff.path.parse_path,deepdiff/path.py,statically_mapped
deepdiff__deep_compare_core__001,deepdiff.path.extract,deepdiff/path.py,statically_mapped
diskcache__eviction_policy_core__hard3_001,diskcache.core.Cache,diskcache/core.py,statically_mapped
distlib__wheel_metadata_core__hard3_001,distlib.wheel,distlib/wheel.py,statically_mapped
distlib__wheel_metadata_core__hard3_001,distlib.resources,distlib/resources.py,statically_mapped
dynaconf__settings_merge_core__001,dynaconf.utils.object_merge,dynaconf/utils/__init__.py,statically_mapped
dynaconf__settings_merge_core__001,dynaconf.Dynaconf,dynaconf/__init__.py,statically_mapped
dynaconf__settings_merge_core__001,dynaconf.base.LazySettings,dynaconf/base.py,statically_mapped
dynaconf__settings_merge_core__001,dynaconf.loaders.settings_loader,dynaconf/loaders/__init__.py,statically_mapped
dynaconf__settings_merge_core__001,dynaconf.loaders.env_loader,dynaconf/loaders/env_loader.py,statically_mapped
email_validator__validate_core__001,email_validator.validate_email,email_validator/validate_email.py,statically_mapped
email_validator__validate_core__001,email_validator.ValidatedEmail,email_validator/types.py,statically_mapped
email_validator__validate_core__001,email_validator.EmailNotValidError,email_validator/exceptions.py,statically_mapped
email_validator__validate_core__001,email_validator.EmailSyntaxError,email_validator/exceptions.py,statically_mapped
email_validator__validate_core__001,email_validator.syntax,email_validator/syntax.py,statically_mapped
email_validator__validate_core__001,email_validator.rfc_constants,email_validator/rfc_constants.py,statically_mapped
environs__typed_env_core__001,environs.Env,src/environs/__init__.py,statically_mapped
environs__typed_env_core__001,environs.Env.int,,unresolved
environs__typed_env_core__001,environs.Env.bool,,unresolved
environs__typed_env_core__001,environs.Env.str,,unresolved
environs__typed_env_core__001,environs.Env.list,,unresolved
environs__typed_env_core__001,environs.Env.dict,,unresolved
environs__typed_env_core__001,environs.Env.timedelta,,unresolved
environs__typed_env_core__001,environs.Env.seal,src/environs/__init__.py,statically_mapped
environs__typed_env_core__001,environs.Env.prefixed,src/environs/__init__.py,statically_mapped
environs__typed_env_core__001,environs.validate,src/environs/__init__.py,statically_mapped
environs__typed_env_core__001,environs.fields.TimeDelta,src/environs/fields.py,statically_mapped
faker__provider_core__001,faker.proxy.Faker,faker/proxy.py,statically_mapped
faker__provider_core__001,faker.factory.Factory.create,faker/factory.py,statically_mapped
faker__provider_core__001,faker.providers.person.en_US,faker/providers/person/en_US/__init__.py,statically_mapped
faker__provider_core__001,faker.providers.address.en_US,faker/providers/address/en_US/__init__.py,statically_mapped
faker__provider_core__001,faker.providers.phone_number.en_US,faker/providers/phone_number/en_US/__init__.py,statically_mapped
filelock__reentrant_lock_core__001,filelock._api.BaseFileLock,src/filelock/_api.py,statically_mapped
filelock__reentrant_lock_core__001,filelock._unix.UnixFileLock,src/filelock/_unix.py,statically_mapped
filelock__reentrant_lock_core__001,filelock._error.Timeout,src/filelock/_error.py,statically_mapped
flake8__plugin_options_core__hard3_001,flake8.options.manager.OptionManager,src/flake8/options/manager.py,statically_mapped
flake8__plugin_options_core__hard3_001,flake8.plugins.finder.Plugins,src/flake8/plugins/finder.py,statically_mapped
flask__route_dispatch_core__001,flask.app.Flask.route,,unresolved
flask__route_dispatch_core__001,flask.app.Flask.dispatch_request,src/flask/app.py,statically_mapped
flask__route_dispatch_core__001,flask.wrappers.Response,src/flask/wrappers.py,statically_mapped
fs__url_opener_core__hard3_001,fs.opener.parse.parse_fs_url,fs/opener/parse.py,statically_mapped
fs__url_opener_core__hard3_001,fs.opener.registry.Registry,fs/opener/registry.py,statically_mapped
fsspec__url_chain_core__hard3_001,fsspec.core.url_to_fs,fsspec/core.py,statically_mapped
glom__spec_eval_core__hard3_001,glom.glom,glom/core.py,statically_mapped
glom__spec_eval_core__hard3_001,glom.T,glom/core.py,statically_mapped
glom__spec_eval_core__hard3_001,glom.Coalesce,glom/core.py,statically_mapped
h11__message_parse_core__001,h11.Connection,h11/_connection.py,statically_mapped
h11__message_parse_core__001,h11.Request,h11/_events.py,statically_mapped
h11__message_parse_core__001,h11.Response,h11/_events.py,statically_mapped
h11__message_parse_core__001,h11.Data,h11/_events.py,statically_mapped
h11__message_parse_core__001,h11.EndOfMessage,h11/_events.py,statically_mapped
h2__frame_parse_core__001,hyperframe.frame.Frame.parse_frame_header,hyperframe/frame.py,statically_mapped
h2__frame_parse_core__001,hyperframe.frame.DataFrame.serialize,,unresolved
h2__frame_parse_core__001,h2.frame_buffer.FrameBuffer,h2/frame_buffer.py,statically_mapped
hatch__project_metadata_core__hard3_001,src.hatchling.metadata.core.ProjectMetadata,,unresolved
httpx__request_model_core__001,httpx.URL,httpx/_urls.py,statically_mapped
httpx__request_model_core__001,httpx.QueryParams,httpx/_urls.py,statically_mapped
httpx__request_model_core__001,httpx.Headers,httpx/_models.py,statically_mapped
httpx__request_model_core__001,httpx.Cookies,httpx/_models.py,statically_mapped
httpx__request_model_core__001,httpx.Request,httpx/_models.py,statically_mapped
httpx__request_model_core__001,httpx.Client.build_request,,unresolved
httpx__request_model_core__001,httpx._client.BaseClient._merge_url,httpx/_client.py,statically_mapped
httpx__request_model_core__001,httpx._client.BaseClient._merge_headers,httpx/_client.py,statically_mapped
httpx__request_model_core__001,httpx._client.BaseClient._merge_cookies,httpx/_client.py,statically_mapped
httpx__request_model_core__001,httpx._client.BaseClient._merge_queryparams,httpx/_client.py,statically_mapped
humanize__naturaltime_core__001,humanize.time.naturaltime,humanize/time.py,statically_mapped
humanize__naturaltime_core__001,humanize.time.naturaldelta,humanize/time.py,statically_mapped
humanize__naturaltime_core__001,humanize.time.naturaldate,humanize/time.py,statically_mapped
humanize__naturaltime_core__001,humanize.time.naturalday,humanize/time.py,statically_mapped
humanize__naturaltime_core__001,humanize.time.precisedelta,humanize/time.py,statically_mapped
importlib_metadata__entry_points_core__001,importlib_metadata.entry_points,importlib_metadata/__init__.py,statically_mapped
importlib_metadata__entry_points_core__001,importlib_metadata.EntryPoint,importlib_metadata/__init__.py,statically_mapped
importlib_metadata__entry_points_core__001,importlib_metadata.EntryPoints,importlib_metadata/__init__.py,statically_mapped
importlib_metadata__entry_points_core__001,importlib_metadata.PathDistribution,importlib_metadata/__init__.py,statically_mapped
importlib_metadata__entry_points_core__001,importlib_metadata.Sectioned,importlib_metadata/__init__.py,statically_mapped
importlib_resources__traversable_tree_core__hard3_001,importlib_resources.files,importlib_resources/_common.py,statically_mapped
importlib_resources__traversable_tree_core__hard3_001,importlib_resources.read_text,importlib_resources/_functional.py,statically_mapped
importlib_resources__traversable_tree_core__hard3_001,importlib_resources.read_binary,importlib_resources/_functional.py,statically_mapped
importlib_resources__traversable_tree_core__hard3_001,importlib_resources.abc.Traversable,importlib_resources/abc.py,statically_mapped
installer__wheel_record_core__hard3_001,installer.records.parse_record_file,src/installer/records.py,statically_mapped
intervaltree__interval_tree_core__001,intervaltree.Interval,intervaltree/interval.py,statically_mapped
intervaltree__interval_tree_core__001,intervaltree.IntervalTree,intervaltree/intervaltree.py,statically_mapped
intervaltree__interval_tree_core__001,intervaltree.IntervalTree.add,intervaltree/intervaltree.py,statically_mapped
intervaltree__interval_tree_core__001,intervaltree.IntervalTree.remove,intervaltree/intervaltree.py,statically_mapped
intervaltree__interval_tree_core__001,intervaltree.IntervalTree.discard,intervaltree/intervaltree.py,statically_mapped
intervaltree__interval_tree_core__001,intervaltree.IntervalTree.remove_overlap,intervaltree/intervaltree.py,statically_mapped
intervaltree__interval_tree_core__001,intervaltree.IntervalTree.remove_envelop,intervaltree/intervaltree.py,statically_mapped
intervaltree__interval_tree_core__001,intervaltree.IntervalTree.chop,intervaltree/intervaltree.py,statically_mapped
intervaltree__interval_tree_core__001,intervaltree.IntervalTree.overlap,intervaltree/intervaltree.py,statically_mapped
intervaltree__interval_tree_core__001,intervaltree.IntervalTree.overlaps,intervaltree/intervaltree.py,statically_mapped
intervaltree__interval_tree_core__001,intervaltree.IntervalTree.at,intervaltree/intervaltree.py,statically_mapped
intervaltree__interval_tree_core__001,intervaltree.IntervalTree.envelop,intervaltree/intervaltree.py,statically_mapped
intervaltree__interval_tree_core__001,intervaltree.node.Node,intervaltree/node.py,statically_mapped
isodate__duration_parse_core__001,isodate.parse_duration,isodate/isoduration.py,statically_mapped
isodate__duration_parse_core__001,isodate.duration_isoformat,isodate/isoduration.py,statically_mapped
isodate__duration_parse_core__001,isodate.duration.Duration,isodate/duration.py,statically_mapped
isort__settings_resolver_core__hard3_001,isort.settings.Config,isort/settings.py,statically_mapped
isort__settings_resolver_core__hard3_001,isort.settings._get_config_data,isort/settings.py,statically_mapped
isort__settings_resolver_core__hard3_001,isort.settings._find_config,isort/settings.py,statically_mapped
isort__settings_resolver_core__hard3_001,isort.settings.Config.is_skipped,isort/settings.py,statically_mapped
isort__settings_resolver_core__hard3_001,isort.profiles.profiles,isort/profiles.py,statically_mapped
itsdangerous__timed_serializer_core__001,itsdangerous.url_safe.URLSafeTimedSerializer,src/itsdangerous/url_safe.py,statically_mapped
itsdangerous__timed_serializer_core__001,itsdangerous.exc.BadSignature,src/itsdangerous/exc.py,statically_mapped
itsdangerous__timed_serializer_core__001,itsdangerous.exc.SignatureExpired,src/itsdangerous/exc.py,statically_mapped
jinja2__compile_render_core__001,jinja2.environment.Environment.from_string,src/jinja2/environment.py,statically_mapped
jinja2__compile_render_core__001,jinja2.environment.Environment.compile,src/jinja2/environment.py,statically_mapped
jinja2__compile_render_core__001,jinja2.environment.Template.render,src/jinja2/environment.py,statically_mapped
jinja2__compile_render_core__001,jinja2.compiler,src/jinja2/compiler.py,statically_mapped
jinja2__compile_render_core__001,jinja2.runtime,src/jinja2/runtime.py,statically_mapped
jinja2__extensions_core__001,jinja2.environment.load_extensions,src/jinja2/environment.py,statically_mapped
jinja2__extensions_core__001,jinja2.environment.Environment.extensions,,unresolved
jinja2__extensions_core__001,jinja2.ext.Extension,src/jinja2/ext.py,statically_mapped
jinja2__filters_tests_core__001,jinja2.filters.FILTERS,src/jinja2/filters.py,statically_mapped
jinja2__filters_tests_core__001,jinja2.tests.TESTS,src/jinja2/tests.py,statically_mapped
jinja2__filters_tests_core__001,jinja2.environment.Environment.call_filter,src/jinja2/environment.py,statically_mapped
jinja2__filters_tests_core__001,jinja2.environment.Environment.call_test,src/jinja2/environment.py,statically_mapped
jinja2__lexer_parser_core__001,jinja2.lexer.Lexer,src/jinja2/lexer.py,statically_mapped
jinja2__lexer_parser_core__001,jinja2.lexer.TokenStream,src/jinja2/lexer.py,statically_mapped
jinja2__lexer_parser_core__001,jinja2.parser.Parser,src/jinja2/parser.py,statically_mapped
jinja2__lexer_parser_core__001,jinja2.environment.Environment.lex,src/jinja2/environment.py,statically_mapped
jinja2__lexer_parser_core__001,jinja2.environment.Environment.parse,src/jinja2/environment.py,statically_mapped
jinja2__lexer_parser_core__001,jinja2.nodes,src/jinja2/nodes.py,statically_mapped
jinja2__loader_inheritance_core__001,jinja2.loaders.BaseLoader,src/jinja2/loaders.py,statically_mapped
jinja2__loader_inheritance_core__001,jinja2.loaders.DictLoader,src/jinja2/loaders.py,statically_mapped
jinja2__loader_inheritance_core__001,jinja2.environment.Environment.get_template,src/jinja2/environment.py,statically_mapped
jinja2__loader_inheritance_core__001,jinja2.environment.Template.render,src/jinja2/environment.py,statically_mapped
json5__parse_core__001,json5.loads,json5/lib.py,statically_mapped
json5__parse_core__001,json5.load,json5/lib.py,statically_mapped
json5__parse_core__001,json5.parser.Parser,json5/parser.py,statically_mapped
json_logic__evaluator_core__hard3_001,json_logic.jsonLogic,json_logic/__init__.py,statically_mapped
jsonpath_ng__expression_eval_core__001,jsonpath_ng.ext.parse,jsonpath_ng/ext/parser.py,statically_mapped
jsonpath_ng__expression_eval_core__001,jsonpath_ng.jsonpath.JSONPath.find,jsonpath_ng/jsonpath.py,statically_mapped
jsonpath_ng__expression_eval_core__001,jsonpath_ng.jsonpath.JSONPath.update,jsonpath_ng/jsonpath.py,statically_mapped
jsonpath_ng__expression_eval_core__001,jsonpath_ng.parser.JsonPathParser,jsonpath_ng/parser.py,statically_mapped
jsonpath_ng__expression_eval_core__001,jsonpath_ng.lexer.JsonPathLexer,jsonpath_ng/lexer.py,statically_mapped
jsonpointer__resolve_core__001,jsonpointer.JsonPointer,jsonpointer.py,statically_mapped
jsonpointer__resolve_core__001,jsonpointer.resolve_pointer,jsonpointer.py,statically_mapped
jsonpointer__resolve_core__001,jsonpointer.set_pointer,jsonpointer.py,statically_mapped
jsonpointer__resolve_core__001,jsonpointer.escape,jsonpointer.py,statically_mapped
jsonpointer__resolve_core__001,jsonpointer.unescape,jsonpointer.py,statically_mapped
jsonschema__validator_core__001,jsonschema.Draft202012Validator,jsonschema/validators.py,statically_mapped
jsonschema__validator_core__001,jsonschema.validate,jsonschema/validators.py,statically_mapped
jsonschema__validator_core__001,jsonschema.ValidationError,jsonschema/exceptions.py,statically_mapped
jsonschema__validator_core__001,jsonschema.SchemaError,jsonschema/exceptions.py,statically_mapped
jsonschema__validator_core__001,jsonschema.FormatChecker,jsonschema/_format.py,statically_mapped
jupyter_core__paths_resolver_core__hard3_001,jupyter_core.paths.jupyter_config_dir,jupyter_core/paths.py,statically_mapped
jupyter_core__paths_resolver_core__hard3_001,jupyter_core.paths.jupyter_data_dir,jupyter_core/paths.py,statically_mapped
jupyter_core__paths_resolver_core__hard3_001,jupyter_core.paths.jupyter_runtime_dir,jupyter_core/paths.py,statically_mapped
jupyter_core__paths_resolver_core__hard3_001,jupyter_core.paths.jupyter_path,jupyter_core/paths.py,statically_mapped
jupyter_core__paths_resolver_core__hard3_001,jupyter_core.paths.jupyter_config_path,jupyter_core/paths.py,statically_mapped
jupyter_server__extension_config_core__hard3_001,jupyter_server.extension.config.ExtensionConfigManager,jupyter_server/extension/config.py,statically_mapped
keyring__backend_select_core__hard3_001,keyring.backend.KeyringBackend,keyring/backend.py,statically_mapped
keyring__backend_select_core__hard3_001,keyring.core.get_keyring,keyring/core.py,statically_mapped
keyring__backend_select_core__hard3_001,keyring.core.load_env,keyring/core.py,statically_mapped
keyring__backend_select_core__hard3_001,keyring.core._detect_backend,keyring/core.py,statically_mapped
keyring__backend_select_core__hard3_001,keyring.backends.chainer.ChainerBackend,keyring/backends/chainer.py,statically_mapped
keyring__backend_select_core__hard3_001,keyring.backends.fail.Keyring,keyring/backends/fail.py,statically_mapped
lark__grammar_loader_core__001,lark.Lark,lark/lark.py,statically_mapped
lark__grammar_loader_core__001,lark.Lark.open,lark/lark.py,statically_mapped
lark__grammar_loader_core__001,lark.Lark.open_from_package,lark/lark.py,statically_mapped
lark__grammar_loader_core__001,lark.load_grammar.load_grammar,lark/load_grammar.py,statically_mapped
lark__parse_tree_core__001,lark.Lark,lark/lark.py,statically_mapped
lark__parse_tree_core__001,lark.Lark.parse,lark/lark.py,statically_mapped
lark__parse_tree_core__001,lark.Tree,lark/tree.py,statically_mapped
lark__parse_tree_core__001,lark.Token,lark/lexer.py,statically_mapped
lark__parse_tree_core__001,lark.exceptions.UnexpectedToken,lark/exceptions.py,statically_mapped
lark__parse_tree_core__001,lark.exceptions.UnexpectedCharacters,lark/exceptions.py,statically_mapped
lark__visitor_transform_core__001,lark.visitors.Transformer,lark/visitors.py,statically_mapped
lark__visitor_transform_core__001,lark.visitors.Visitor,lark/visitors.py,statically_mapped
lark__visitor_transform_core__001,lark.visitors.v_args,lark/visitors.py,statically_mapped
lark__visitor_transform_core__001,lark.visitors.Discard,lark/visitors.py,statically_mapped
lark__visitor_transform_core__001,lark.Lark.parse,lark/lark.py,statically_mapped
lark__visitor_transform_core__001,lark.Tree,lark/tree.py,statically_mapped
license_expression__policy_core__hard3_001,license_expression.Licensing,src/license_expression/__init__.py,statically_mapped
license_expression__policy_core__hard3_001,license_expression.LicenseSymbol,src/license_expression/__init__.py,statically_mapped
license_expression__policy_core__hard3_001,license_expression.ExpressionInfo,src/license_expression/__init__.py,statically_mapped
license_expression__policy_core__hard3_001,license_expression.ExpressionParseError,src/license_expression/__init__.py,statically_mapped
mako__lexer_expression_core__001,mako.lexer.Lexer,mako/lexer.py,statically_mapped
mako__lexer_expression_core__001,mako.lexer.Lexer.parse,mako/lexer.py,statically_mapped
mako__lexer_expression_core__001,mako.parsetree,mako/parsetree.py,statically_mapped
mako__lexer_expression_core__001,mako.ast.PythonCode,mako/ast.py,statically_mapped
mako__lexer_expression_core__001,mako.ast.PythonFragment,mako/ast.py,statically_mapped
mako__lexer_expression_core__001,mako.ast.FunctionDecl,mako/ast.py,statically_mapped
mako__lexer_expression_core__001,mako.pyparser.parse,mako/pyparser.py,statically_mapped
markdown__extensions_core__001,markdown.markdown,markdown/core.py,statically_mapped
markdown__extensions_core__001,markdown.extensions.tables.TableExtension,markdown/extensions/tables.py,statically_mapped
markdown__extensions_core__001,markdown.extensions.footnotes.FootnoteExtension,markdown/extensions/footnotes.py,statically_mapped
markdown_it__commonmark_render__001,markdown_it.MarkdownIt,markdown_it/main.py,statically_mapped
markdown_it__commonmark_render__001,markdown_it.token.Token,markdown_it/token.py,statically_mapped
markdown_it__commonmark_render__001,markdown_it.utils,markdown_it/utils.py,statically_mapped
marshmallow__schema_core__001,marshmallow.Schema,marshmallow/schema.py,statically_mapped
marshmallow__schema_core__001,marshmallow.fields,marshmallow/fields.py,statically_mapped
marshmallow__schema_core__001,marshmallow.ValidationError,marshmallow/exceptions.py,statically_mapped
marshmallow__schema_core__001,marshmallow.schema.Schema.load,marshmallow/schema.py,statically_mapped
